Geneid 	 Lymph_1 	 Lymph_2 	 Myelo_1 	 Myelo_2
LOC124903876 	 0 	 0 	 0 	 0
LOC105376859 	 0 	 0 	 0 	 0
ID3 	 0 	 0 	 0 	 0
LOC107984928 	 0 	 0 	 0 	 0
MDS2 	 2 	 2 	 1 	 0
RPL11 	 555 	 563 	 453 	 538
ELOA 	 823 	 632 	 677 	 680
ELOA-AS1 	 7 	 16 	 7 	 10
PITHD1 	 625 	 514 	 301 	 522
LOC105376860 	 4 	 1 	 6 	 12
LYPLA2 	 360 	 243 	 296 	 326
GALE 	 117 	 99 	 106 	 110
HMGCL 	 249 	 120 	 233 	 221
LOC105376861 	 0 	 0 	 1 	 0
FUCA1 	 974 	 251 	 450 	 444
CNR2 	 417 	 1183 	 448 	 95
MIR378F 	 0 	 0 	 0 	 0
LOC124903877 	 0 	 1 	 0 	 0
PNRC2 	 1222 	 1292 	 972 	 1085
SRSF10 	 3069 	 2286 	 1448 	 1819
LOC105378615 	 0 	 0 	 0 	 0
LOC105376863 	 0 	 0 	 0 	 0
LOC107984931 	 0 	 0 	 0 	 0
MYOM3 	 1 	 1 	 0 	 0
MYOM3-AS1 	 0 	 0 	 0 	 0
LOC124903878 	 0 	 0 	 0 	 0
LOC105376864 	 0 	 0 	 0 	 0
IL22RA1 	 0 	 0 	 0 	 0
LOC124903879 	 33 	 0 	 2 	 2
IFNLR1 	 360 	 8 	 34 	 10
LINC02800 	 0 	 0 	 0 	 0
GRHL3-AS1 	 0 	 0 	 0 	 0
GRHL3 	 3 	 0 	 1 	 0
STPG1 	 177 	 31 	 95 	 54
NIPAL3 	 959 	 851 	 667 	 768
RCAN3AS 	 1 	 1 	 0 	 1
RCAN3 	 186 	 165 	 757 	 193
NCMAP-DT 	 0 	 1 	 0 	 0
NCMAP 	 26 	 3 	 0 	 0
SRRM1 	 1571 	 1472 	 1268 	 1561
LOC124904829 	 0 	 2 	 0 	 0
CLIC4 	 1764 	 988 	 1014 	 1329
LOC105376876 	 2 	 1 	 9 	 43
RUNX3 	 348 	 758 	 1100 	 2082
MIR6731 	 0 	 0 	 1 	 0
RUNX3-AS1 	 10 	 10 	 19 	 122
MIR4425 	 0 	 0 	 0 	 0
LINC02793 	 0 	 0 	 0 	 0
LOC124903880 	 0 	 0 	 0 	 0
SYF2 	 355 	 485 	 352 	 350
LOC124903881 	 23 	 6 	 9 	 15
RSRP1 	 1744 	 2045 	 2184 	 2314
LOC105376882 	 0 	 1 	 0 	 0
RHD 	 122 	 212 	 19 	 284
TMEM50A 	 652 	 646 	 887 	 826
LOC124904823 	 0 	 2 	 0 	 0
RHCE 	 92 	 203 	 52 	 213
MACO1 	 456 	 572 	 524 	 595
LDLRAP1 	 1231 	 1081 	 552 	 593
MAN1C1 	 671 	 335 	 107 	 330
SELENON 	 3296 	 2709 	 1428 	 2032
MTFR1L 	 350 	 188 	 284 	 427
LOC646471 	 97 	 119 	 201 	 235
AUNIP 	 18 	 35 	 105 	 61
PAQR7 	 188 	 202 	 469 	 425
STMN1 	 1287 	 958 	 751 	 871
MIR3917 	 0 	 1 	 0 	 0
LOC105376885 	 0 	 0 	 0 	 0
PAFAH2 	 146 	 119 	 247 	 241
LOC124900433 	 0 	 0 	 0 	 0
EXTL1 	 0 	 1 	 0 	 0
SLC30A2 	 6 	 1 	 0 	 1
LOC105376910 	 0 	 1 	 0 	 0
TRIM63 	 0 	 0 	 0 	 2
PDIK1L 	 284 	 329 	 231 	 373
FAM110D 	 2 	 1 	 0 	 2
C1orf232 	 0 	 0 	 0 	 0
ZNF593OS 	 2 	 18 	 3 	 6
ZNF593 	 10 	 7 	 12 	 7
CNKSR1 	 24 	 51 	 23 	 39
CATSPER4 	 0 	 0 	 0 	 0
LOC124903882 	 0 	 0 	 0 	 0
ZPLD2P 	 1 	 1 	 0 	 1
CEP85 	 776 	 732 	 817 	 838
SH3BGRL3 	 648 	 485 	 731 	 781
UBXN11 	 470 	 428 	 590 	 955
CD52 	 257 	 323 	 226 	 175
CRYBG2 	 1 	 44 	 16 	 3
ZNF683 	 13 	 1 	 72 	 3
LIN28A 	 1 	 3 	 1 	 0
LOC124903883 	 1 	 5 	 3 	 3
DHDDS 	 413 	 365 	 512 	 448
DHDDS-AS1 	 52 	 26 	 21 	 38
HMGN2 	 470 	 412 	 351 	 320
LOC124903884 	 0 	 0 	 0 	 0
RPS6KA1 	 0 	 0 	 0 	 0
MIR1976 	 0 	 0 	 0 	 0
LOC124904769 	 0 	 0 	 0 	 0
LOC124904813 	 0 	 0 	 0 	 0
LOC105376888 	 0 	 0 	 0 	 1
LOC124900417 	 16 	 26 	 14 	 19
LOC101928728 	 0 	 0 	 0 	 0
ARID1A 	 4210 	 3846 	 3872 	 5002
PIGV 	 543 	 351 	 314 	 292
ZDHHC18 	 787 	 554 	 1166 	 829
SFN 	 8 	 2 	 1 	 2
GPN2 	 507 	 358 	 378 	 446
GPATCH3 	 223 	 213 	 195 	 226
NUDC 	 561 	 423 	 331 	 381
NR0B2 	 1 	 4 	 1 	 1
KDF1 	 64 	 1 	 3 	 2
OSTCP2 	 1 	 2 	 0 	 2
TRNP1 	 7 	 7 	 6 	 4
TENT5B 	 3 	 8 	 1 	 1
LOC101928391 	 12 	 84 	 47 	 2
SLC9A1 	 866 	 401 	 666 	 588
LOC102723760 	 0 	 0 	 0 	 0
WDTC1-DT 	 0 	 0 	 0 	 0
WDTC1 	 2219 	 2011 	 2047 	 1960
TMEM222 	 399 	 267 	 265 	 263
ACTG1P20 	 75 	 108 	 93 	 73
SYTL1 	 259 	 846 	 1230 	 952
MAP3K6 	 664 	 70 	 478 	 271
FCN3 	 1 	 0 	 1 	 0
CD164L2 	 0 	 0 	 0 	 0
GPR3 	 107 	 32 	 0 	 6
WASF2 	 5037 	 4368 	 3043 	 4234
LOC105376892 	 43 	 25 	 10 	 35
AHDC1 	 3759 	 3326 	 854 	 1837
FGR 	 365 	 279 	 3389 	 3082
LINC02574 	 0 	 2 	 0 	 2
IFI6 	 114 	 87 	 428 	 114
FAM76A 	 205 	 132 	 168 	 139
STX12 	 506 	 528 	 533 	 659
LOC124903885 	 1 	 0 	 0 	 0
PPP1R8 	 715 	 472 	 586 	 634
SCARNA1 	 0 	 0 	 1 	 0
THEMIS2 	 2035 	 2277 	 3001 	 2624
RPA2 	 795 	 580 	 688 	 589
SMPDL3B 	 42 	 40 	 210 	 18
XKR8 	 306 	 72 	 395 	 311
EYA3 	 560 	 265 	 441 	 547
PTAFR 	 135 	 97 	 2189 	 2379
DNAJC8 	 476 	 365 	 267 	 358
ATP5IF1 	 0 	 0 	 0 	 0
SESN2 	 0 	 0 	 0 	 0
MED18 	 0 	 0 	 0 	 0
PHACTR4 	 905 	 433 	 544 	 762
SNHG3 	 396 	 442 	 138 	 355
RCC1 	 1380 	 1198 	 685 	 1022
SNORA73A 	 13 	 7 	 4 	 5
SNORA73B 	 20 	 9 	 2 	 15
LOC124904836 	 1 	 1 	 0 	 3
TRNAU1AP 	 199 	 161 	 128 	 159
SNHG12 	 144 	 114 	 107 	 109
SNORD99 	 3 	 5 	 3 	 2
SNORA61 	 0 	 0 	 0 	 0
SNORA44 	 0 	 0 	 1 	 0
SNORA16A 	 17 	 16 	 11 	 8
RAB42 	 35 	 15 	 24 	 14
TAF12 	 233 	 179 	 240 	 194
TAF12-DT 	 7 	 0 	 2 	 2
RNU11 	 0 	 0 	 0 	 0
GMEB1 	 407 	 285 	 329 	 468
LOC124904809 	 0 	 0 	 0 	 1
YTHDF2 	 1335 	 1007 	 947 	 1185
OPRD1 	 3 	 11 	 9 	 9
EPB41 	 1877 	 2173 	 2293 	 3425
LOC124903886 	 1 	 2 	 0 	 1
TMEM200B 	 31 	 0 	 1 	 0
SRSF4 	 2252 	 1938 	 1730 	 1847
MECR 	 172 	 120 	 57 	 124
LOC124903887 	 5 	 18 	 1 	 7
PTPRU 	 13 	 6 	 0 	 2
LINC01756 	 0 	 0 	 0 	 0
LOC107984933 	 0 	 1 	 0 	 1
LOC107984934 	 0 	 2 	 0 	 0
LINC01648 	 0 	 0 	 0 	 0
LOC105378617 	 0 	 0 	 0 	 0
LOC105378618 	 0 	 0 	 0 	 0
LOC124903888 	 0 	 0 	 0 	 0
MATN1 	 9 	 31 	 0 	 2
MATN1-AS1 	 16 	 32 	 19 	 19
LAPTM5 	 3433 	 3197 	 2963 	 2846
MIR4420 	 56 	 95 	 34 	 38
LOC105378620 	 201 	 2044 	 378 	 244
LOC105378621 	 0 	 0 	 0 	 0
LINC01778 	 0 	 0 	 0 	 0
LOC400748 	 0 	 0 	 0 	 0
SDC3 	 654 	 262 	 9 	 432
PUM1 	 1539 	 1818 	 1785 	 2073
SNORD103A 	 1 	 2 	 2 	 2
SNORD103B 	 0 	 1 	 0 	 0
SNORD103C 	 0 	 2 	 1 	 0
LOC124904579 	 0 	 0 	 0 	 0
LOC107984935 	 0 	 0 	 0 	 1
NKAIN1 	 0 	 1 	 0 	 1
SNRNP40 	 558 	 362 	 362 	 493
ZCCHC17 	 267 	 180 	 195 	 285
FABP3 	 60 	 42 	 8 	 18
LOC124903892 	 1 	 0 	 2 	 1
LOC105378623 	 0 	 0 	 0 	 0
SERINC2 	 411 	 92 	 8 	 125
LOC124903900 	 17 	 2 	 0 	 4
LOC105378625 	 1 	 0 	 0 	 0
LOC105379772 	 0 	 0 	 0 	 0
LDC1P 	 82 	 32 	 2 	 19
LINC01226 	 572 	 44 	 7 	 34
LOC124903917 	 13 	 6 	 1 	 1
LOC105378626 	 4 	 12 	 3 	 7
TINAGL1 	 37 	 27 	 9 	 17
HCRTR1 	 43 	 179 	 68 	 104
PEF1 	 552 	 469 	 579 	 455
PEF1-AS1 	 1 	 1 	 0 	 0
COL16A1 	 32 	 9 	 0 	 10
LOC101929444 	 3 	 3 	 0 	 2
ADGRB2 	 181 	 15 	 8 	 10
MIR4254 	 0 	 0 	 0 	 0
LOC124903930 	 0 	 0 	 0 	 0
SPOCD1 	 3 	 0 	 3 	 1
PTP4A2 	 1675 	 1778 	 2027 	 2104
KHDRBS1 	 1963 	 1976 	 1520 	 1868
TMEM39B 	 804 	 424 	 263 	 440
MIR5585 	 0 	 0 	 0 	 0
KPNA6 	 1362 	 1097 	 1168 	 1375
TXLNA 	 1191 	 538 	 869 	 948
CCDC28B 	 216 	 199 	 122 	 202
IQCC 	 234 	 103 	 103 	 102
DCDC2B 	 7 	 14 	 5 	 18
TMEM234 	 97 	 119 	 140 	 128
EIF3I 	 597 	 585 	 421 	 561
MTMR9LP 	 312 	 19 	 17 	 10
FAM167B 	 59 	 7 	 3 	 3
LCK 	 324 	 103 	 189 	 168
HDAC1 	 1599 	 1345 	 1126 	 1314
MARCKSL1 	 1660 	 800 	 486 	 913
LOC124903949 	 4 	 0 	 1 	 2
LOC105378629 	 2 	 2 	 0 	 1
LOC124903933 	 213 	 114 	 28 	 91
FAM229A 	 33 	 37 	 24 	 50
TSSK3 	 127 	 219 	 154 	 205
BSDC1 	 1399 	 1605 	 1267 	 1571
ZBTB8B 	 2 	 3 	 0 	 0
ZBTB8A 	 277 	 137 	 89 	 52
LOC124903952 	 1 	 0 	 0 	 0
LOC102723870 	 10 	 5 	 4 	 2
ZBTB8OS 	 117 	 108 	 104 	 105
RBBP4 	 1151 	 833 	 678 	 848
SYNC 	 8 	 23 	 2 	 5
KIAA1522 	 626 	 115 	 434 	 297
YARS1 	 1030 	 897 	 663 	 897
S100PBP 	 1079 	 928 	 890 	 1111
FNDC5 	 17 	 75 	 8 	 58
LOC105378631 	 2 	 0 	 2 	 2
HPCA 	 1 	 0 	 1 	 2
TMEM54 	 11 	 1 	 1 	 2
LOC105378632 	 0 	 0 	 0 	 0
RNF19B 	 428 	 312 	 1399 	 688
LOC107984936 	 2 	 5 	 1 	 0
AK2 	 1878 	 1398 	 1496 	 1696
LOC124903969 	 0 	 0 	 3 	 0
LOC105378635 	 0 	 0 	 0 	 0
AZIN2 	 20 	 37 	 43 	 42
ZNF362 	 668 	 494 	 347 	 494
TRIM62 	 195 	 149 	 208 	 166
A3GALT2 	 0 	 0 	 2 	 2
PHC2 	 1522 	 1215 	 1421 	 1215
MIR3605 	 2 	 3 	 4 	 3
PHC2-AS1 	 1 	 2 	 0 	 1
ZSCAN20 	 35 	 72 	 109 	 124
CSMD2 	 10 	 4 	 0 	 0
LOC124903976 	 0 	 0 	 0 	 0
HMGB4 	 0 	 0 	 0 	 0
CSMD2-AS1 	 0 	 0 	 0 	 0
C1orf94 	 0 	 0 	 0 	 0
LOC105378639 	 0 	 0 	 0 	 0
LOC105378641 	 0 	 0 	 0 	 0
MIR552 	 0 	 0 	 0 	 0
LOC105378642 	 0 	 1 	 1 	 0
GJB5 	 2 	 1 	 2 	 0
GJB4 	 1 	 0 	 0 	 0
GJB3 	 1 	 0 	 2 	 2
GJA4 	 14 	 6 	 7 	 4
SMIM12 	 483 	 351 	 580 	 540
DLGAP3 	 41 	 16 	 26 	 16
GPR199P 	 127 	 93 	 84 	 94
TMEM35B 	 281 	 192 	 221 	 189
ZMYM6 	 359 	 666 	 632 	 742
LOC124903990 	 2 	 3 	 2 	 1
ZMYM1 	 272 	 589 	 344 	 332
LOC105378644 	 1 	 6 	 0 	 2
SFPQ 	 5653 	 7888 	 4067 	 5564
ZMYM4 	 1082 	 1115 	 1085 	 1467
LOC124900419 	 0 	 0 	 0 	 0
ZMYM4-AS1 	 0 	 0 	 0 	 2
KIAA0319L 	 736 	 881 	 1823 	 1302
NCDN 	 474 	 796 	 537 	 796
TFAP2E-AS1 	 28 	 138 	 131 	 97
TFAP2E 	 52 	 168 	 113 	 118
PSMB2 	 553 	 569 	 505 	 646
LOC105378646 	 0 	 1 	 1 	 0
C1orf216 	 220 	 42 	 228 	 235
CLSPN 	 506 	 264 	 642 	 594
AGO4 	 1151 	 1203 	 3074 	 3048
AGO1 	 828 	 1297 	 1559 	 2338
AGO3 	 652 	 894 	 1087 	 1111
LOC105378647 	 0 	 3 	 3 	 1
TEKT2 	 2 	 6 	 9 	 14
ADPRS 	 607 	 233 	 393 	 406
COL8A2 	 46 	 56 	 38 	 245
TRAPPC3 	 439 	 355 	 368 	 432
MAP7D1 	 799 	 811 	 974 	 1060
THRAP3 	 2633 	 2353 	 2502 	 2522
SH3D21 	 132 	 276 	 98 	 191
EVA1B 	 1 	 11 	 4 	 5
STK40 	 1412 	 1921 	 1458 	 1725
LOC124904012 	 12 	 19 	 33 	 20
LSM10 	 163 	 140 	 198 	 221
LOC124904013 	 1 	 0 	 1 	 0
OSCP1 	 17 	 18 	 11 	 2
SNORA63C 	 0 	 0 	 0 	 0
LOC107984940 	 0 	 0 	 1 	 0
MRPS15 	 237 	 287 	 164 	 219
CSF3R 	 1104 	 1451 	 2952 	 3393
LOC107984941 	 0 	 1 	 0 	 0
LOC105378648 	 0 	 0 	 0 	 0
LOC124904023 	 0 	 1 	 0 	 0
GRIK3 	 3 	 3 	 0 	 0
LOC124904027 	 0 	 0 	 0 	 0
MIR4255 	 0 	 0 	 0 	 0
LOC107984942 	 0 	 0 	 0 	 0
ZC3H12A-DT 	 5 	 3 	 16 	 11
ZC3H12A 	 102 	 145 	 278 	 156
MIR6732 	 0 	 3 	 7 	 1
MEAF6 	 619 	 372 	 418 	 470
MIR5581 	 5 	 6 	 7 	 6
LOC105378649 	 1 	 0 	 0 	 0
SNIP1 	 317 	 249 	 215 	 263
DNALI1 	 2 	 0 	 0 	 0
GNL2 	 638 	 624 	 537 	 637
RSPO1 	 17 	 14 	 0 	 7
C1orf109 	 223 	 158 	 124 	 290
CDCA8 	 584 	 543 	 214 	 271
EPHA10 	 1 	 2 	 1 	 3
LOC124904835 	 0 	 0 	 0 	 0
LOC105378650 	 0 	 0 	 0 	 0
MANEAL 	 400 	 305 	 110 	 30
YRDC 	 169 	 150 	 184 	 198
C1orf122 	 86 	 62 	 108 	 84
MTF1 	 437 	 480 	 1963 	 998
INPP5B 	 652 	 504 	 644 	 659
LOC124904043 	 8 	 3 	 6 	 9
LOC105378651 	 3 	 0 	 0 	 2
SF3A3 	 1015 	 792 	 692 	 794
FHL3 	 560 	 139 	 480 	 277
UTP11 	 329 	 154 	 130 	 165
POU3F1 	 1 	 1 	 0 	 0
MIR3659HG 	 0 	 0 	 0 	 0
MIR3659 	 0 	 0 	 0 	 0
LINC02786 	 0 	 0 	 0 	 0
LOC105378654 	 3 	 1 	 0 	 0
LINC01343 	 0 	 0 	 0 	 0
LOC105378657 	 0 	 0 	 0 	 0
LOC107984943 	 1 	 1 	 0 	 0
LINC01685 	 0 	 0 	 0 	 0
LOC105378658 	 0 	 0 	 0 	 0
LOC105378660 	 0 	 0 	 0 	 0
RRAGC 	 320 	 361 	 480 	 435
GJA9-MYCBP 	 1 	 1 	 0 	 0
MYCBP 	 0 	 0 	 0 	 1
LOC105378663 	 0 	 0 	 0 	 0
GJA9 	 0 	 0 	 0 	 0
RHBDL2 	 2 	 0 	 2 	 3
LOC105378662 	 0 	 0 	 0 	 0
AKIRIN1 	 710 	 805 	 821 	 864
NDUFS5 	 145 	 153 	 131 	 154
LOC124904088 	 55 	 22 	 16 	 29
MACF1 	 4605 	 9214 	 7014 	 8910
LOC124904101 	 3 	 0 	 0 	 1
BMP8A 	 114 	 48 	 26 	 185
OXCT2P1 	 1 	 0 	 0 	 0
PPIEL 	 106 	 31 	 21 	 218
PABPC4 	 827 	 769 	 652 	 1206
PABPC4-AS1 	 3 	 4 	 4 	 6
SNORA55 	 2 	 15 	 2 	 8
HEYL 	 61 	 46 	 21 	 24
NT5C1A 	 1 	 0 	 0 	 0
HPCAL4 	 5 	 2 	 12 	 5
PPIE 	 389 	 331 	 238 	 317
BMP8B 	 24 	 21 	 35 	 137
OXCT2 	 0 	 0 	 0 	 5
BMP8B-AS1 	 0 	 0 	 0 	 2
LOC101929536 	 0 	 0 	 0 	 6
LOC105378667 	 0 	 0 	 0 	 1
TRIT1 	 199 	 217 	 234 	 288
MYCL 	 1 	 0 	 208 	 485
MYCL-AS1 	 0 	 0 	 0 	 0
MFSD2A 	 36 	 17 	 91 	 119
LOC105378669 	 4 	 1 	 4 	 2
CAP1 	 895 	 813 	 1095 	 1063
PPT1 	 1366 	 1096 	 1513 	 1767
LOC105378671 	 0 	 0 	 0 	 0
RLF 	 658 	 858 	 555 	 614
TMCO2 	 0 	 0 	 0 	 0
ZMPSTE24 	 541 	 356 	 558 	 564
COL9A2 	 85 	 64 	 319 	 134
SMAP2 	 2831 	 3740 	 3110 	 2354
ZFP69B 	 82 	 71 	 47 	 54
ZFP69 	 117 	 118 	 85 	 119
EXO5-DT 	 26 	 32 	 15 	 3
EXO5 	 375 	 208 	 231 	 201
LOC124904149 	 1 	 0 	 0 	 1
ZNF684 	 86 	 57 	 107 	 65
LOC105378673 	 0 	 0 	 0 	 0
RIMS3 	 88 	 887 	 187 	 240
LOC105378675 	 1 	 4 	 1 	 1
NFYC-AS1 	 72 	 40 	 25 	 63
NFYC 	 712 	 617 	 614 	 605
MIR30E 	 0 	 0 	 0 	 0
MIR30C1 	 0 	 0 	 1 	 0
KCNQ4 	 7 	 38 	 10 	 33
LOC105378676 	 0 	 0 	 0 	 0
CITED4 	 110 	 47 	 65 	 94
LOC124904157 	 0 	 0 	 0 	 0
CTPS1 	 1358 	 968 	 436 	 797
SLFNL1-AS1 	 191 	 174 	 48 	 59
SLFNL1 	 91 	 78 	 24 	 27
SCMH1 	 2260 	 1829 	 608 	 908
LOC102723924 	 0 	 4 	 0 	 0
LOC124904158 	 0 	 0 	 0 	 0
LOC124904159 	 0 	 0 	 0 	 0
FOXO6 	 0 	 0 	 0 	 0
FOXO6-AS1 	 0 	 0 	 0 	 0
LOC105378678 	 0 	 0 	 0 	 1
EDN2 	 1 	 0 	 0 	 0
HIVEP3 	 505 	 267 	 626 	 916
LOC124904160 	 3 	 1 	 0 	 0
LOC124904161 	 0 	 0 	 0 	 0
GUCA2B 	 0 	 0 	 0 	 0
GUCA2A 	 0 	 0 	 0 	 0
FOXJ3 	 1266 	 1775 	 1119 	 1343
RIMKLA 	 6 	 2 	 2 	 1
ZMYND12 	 12 	 6 	 12 	 10
CCDC30 	 29 	 25 	 59 	 35
PPCS 	 312 	 223 	 352 	 394
LOC124904162 	 6 	 3 	 1 	 8
PPIH 	 103 	 122 	 52 	 72
YBX1 	 783 	 887 	 689 	 819
CLDN19 	 0 	 1 	 0 	 20
P3H1 	 760 	 539 	 541 	 818
C1orf50 	 107 	 129 	 143 	 156
TMEM269-DT 	 4 	 2 	 1 	 3
TMEM269 	 4 	 19 	 9 	 8
LOC107984946 	 0 	 2 	 2 	 0
SVBP 	 102 	 126 	 59 	 88
ERMAP 	 572 	 677 	 385 	 1061
LOC124904163 	 31 	 49 	 32 	 83
ZNF691 	 337 	 94 	 182 	 157
LOC339539 	 0 	 0 	 0 	 0
SLC2A1 	 1411 	 1427 	 496 	 1865
SLC2A1-DT 	 2 	 6 	 1 	 8
FAM183A 	 0 	 1 	 1 	 0
EBNA1BP2 	 347 	 331 	 175 	 291
MIR6733 	 0 	 0 	 0 	 0
CFAP57 	 9 	 8 	 1 	 2
LOC105378685 	 1 	 8 	 0 	 0
LOC124904164 	 3 	 0 	 0 	 0
TMEM125 	 20 	 6 	 0 	 0
C1orf210 	 2 	 2 	 0 	 0
TIE1 	 933 	 198 	 442 	 168
MPL 	 103 	 71 	 27 	 44
CDC20-DT 	 19 	 11 	 8 	 18
CDC20 	 752 	 522 	 35 	 194
ELOVL1 	 490 	 307 	 444 	 430
MIR6734 	 0 	 0 	 0 	 0
LOC112268225 	 140 	 110 	 67 	 92
MED8 	 300 	 105 	 336 	 330
MED8-AS1 	 9 	 10 	 4 	 4
SZT2 	 1553 	 2246 	 2036 	 2236
SZT2-AS1 	 0 	 0 	 0 	 0
MIR6735 	 0 	 0 	 0 	 0
HYI 	 0 	 0 	 0 	 0
HYI-AS1 	 2 	 1 	 0 	 0
PTPRF 	 259 	 396 	 4 	 92
KDM4A 	 750 	 787 	 888 	 916
LOC124904165 	 7 	 28 	 13 	 10
KDM4A-AS1 	 49 	 26 	 13 	 16
ST3GAL3 	 917 	 641 	 180 	 283
ST3GAL3-AS1 	 2 	 3 	 1 	 2
LOC124904166 	 4 	 2 	 0 	 0
MIR6079 	 1 	 1 	 0 	 0
ARTN 	 251 	 104 	 50 	 76
LINC02918 	 44 	 28 	 14 	 19
LOC101929609 	 22 	 22 	 17 	 15
IPO13 	 863 	 511 	 624 	 784
DPH2 	 591 	 536 	 248 	 571
LOC124904167 	 3 	 1 	 0 	 1
ATP6V0B 	 529 	 501 	 549 	 544
B4GALT2 	 419 	 279 	 189 	 212
CCDC24 	 184 	 199 	 68 	 37
SLC6A9 	 155 	 260 	 9 	 199
LOC107984948 	 2 	 5 	 0 	 6
LOC124904168 	 0 	 2 	 0 	 1
KLF17 	 11 	 0 	 1 	 1
LOC124904169 	 1 	 0 	 0 	 0
KLF18 	 0 	 1 	 0 	 0
LOC124904170 	 0 	 1 	 0 	 0
DMAP1 	 498 	 536 	 375 	 386
ERI3 	 321 	 284 	 154 	 204
ERI3-IT1 	 18 	 19 	 8 	 14
SNORA110 	 0 	 0 	 0 	 1
RNF220 	 512 	 315 	 788 	 1115
MIR5584 	 0 	 0 	 0 	 0
LOC107984950 	 97 	 66 	 100 	 158
TMEM53 	 81 	 34 	 39 	 74
SNORD145 	 0 	 0 	 0 	 3
ARMH1 	 300 	 540 	 269 	 109
LOC105378690 	 28 	 60 	 30 	 5
RNU5F-1 	 1 	 4 	 0 	 0
RNU5D-1 	 1 	 0 	 0 	 0
KIF2C 	 580 	 594 	 342 	 344
SNORD160 	 4 	 3 	 1 	 1
RPS8 	 458 	 480 	 366 	 442
SNORD55 	 8 	 17 	 5 	 20
SNORD46 	 16 	 27 	 6 	 16
SNORD38A 	 26 	 28 	 10 	 14
SNORD38B 	 7 	 4 	 2 	 5
BEST4 	 5 	 12 	 9 	 5
PLK3 	 394 	 672 	 564 	 365
DYNLT4 	 17 	 16 	 42 	 11
BTBD19 	 307 	 185 	 122 	 135
PTCH2 	 105 	 58 	 37 	 54
LOC107984952 	 2 	 0 	 0 	 0
EIF2B3 	 266 	 242 	 103 	 187
HECTD3 	 770 	 549 	 930 	 909
UROD 	 542 	 576 	 242 	 483
ZSWIM5 	 19 	 11 	 8 	 6
LOC105378691 	 0 	 1 	 0 	 0
LINC01144 	 26 	 27 	 5 	 5
HPDL 	 200 	 47 	 24 	 91
MUTYH 	 545 	 251 	 140 	 240
TOE1 	 382 	 248 	 166 	 210
TESK2 	 318 	 266 	 302 	 288
CCDC163 	 23 	 16 	 12 	 28
MMACHC 	 134 	 88 	 59 	 106
PRDX1 	 693 	 560 	 314 	 473
AKR1A1 	 610 	 660 	 296 	 507
NASP 	 1648 	 865 	 526 	 1032
CCDC17 	 111 	 90 	 105 	 92
GPBP1L1 	 1863 	 1285 	 1877 	 1723
RPS15AP10 	 7 	 6 	 14 	 16
TMEM69 	 340 	 355 	 210 	 315
IPP 	 20 	 41 	 49 	 37
LOC105378693 	 0 	 0 	 0 	 0
MAST2 	 1819 	 347 	 767 	 758
LOC105378694 	 0 	 0 	 1 	 1
P3R3URF-PIK3R3 	 0 	 0 	 0 	 0
PIK3R3 	 34 	 32 	 2 	 13
LOC124904171 	 1 	 0 	 0 	 0
LOC101929626 	 1 	 1 	 0 	 0
TSPAN1 	 12 	 11 	 6 	 6
P3R3URF 	 0 	 0 	 0 	 0
POMGNT1 	 517 	 582 	 257 	 419
LURAP1 	 28 	 16 	 2 	 6
RAD54L 	 385 	 236 	 315 	 280
LRRC41 	 1274 	 1248 	 772 	 1264
UQCRH 	 225 	 262 	 161 	 220
NSUN4 	 519 	 563 	 403 	 516
FAAH 	 133 	 84 	 98 	 911
FAAHP1 	 3 	 2 	 8 	 3
LINC01398 	 0 	 1 	 0 	 0
DMBX1 	 0 	 0 	 0 	 0
TMEM275 	 0 	 0 	 0 	 0
MKNK1-AS1 	 22 	 16 	 40 	 36
KNCN 	 0 	 0 	 0 	 0
MKNK1 	 1369 	 1288 	 2003 	 1390
MOB3C 	 466 	 320 	 695 	 481
LOC105378697 	 0 	 0 	 0 	 0
ATPAF1 	 456 	 370 	 339 	 331
TEX38 	 1 	 0 	 6 	 2
EFCAB14-AS1 	 1 	 1 	 4 	 13
EFCAB14 	 1241 	 1187 	 2016 	 1862
LOC105378698 	 7 	 7 	 12 	 17
LOC105378699 	 0 	 0 	 0 	 0
CYP4B1 	 0 	 0 	 0 	 0
CYP4Z2P 	 0 	 1 	 0 	 0
CYP4A11 	 0 	 0 	 0 	 0
CYP4X1 	 0 	 3 	 31 	 0
LOC124904172 	 0 	 0 	 0 	 0
CYP4Z1 	 1 	 0 	 0 	 0
CYP4A22 	 0 	 0 	 0 	 0
LOC105378701 	 2 	 3 	 10 	 6
LINC00853 	 0 	 0 	 0 	 0
PDZK1IP1 	 69 	 167 	 2 	 74
TAL1 	 448 	 655 	 29 	 1264
STIL 	 450 	 360 	 374 	 274
CMPK1 	 1647 	 1930 	 1296 	 1568
LINC01389 	 7 	 4 	 3 	 7
FOXE3 	 0 	 0 	 0 	 0
FOXD2-AS1 	 276 	 31 	 82 	 31
FOXD2 	 8 	 5 	 5 	 4
LOC124904173 	 0 	 0 	 0 	 0
LINC01738 	 0 	 0 	 0 	 0
LOC124904174 	 0 	 0 	 0 	 0
TRABD2B 	 16 	 2 	 0 	 7
LINC02794 	 1 	 0 	 0 	 0
SKINT1L 	 1 	 0 	 0 	 0
SLC5A9 	 4 	 0 	 5 	 1
SPATA6 	 7 	 13 	 7 	 0
LOC124904175 	 0 	 0 	 0 	 0
AGBL4 	 5 	 12 	 3 	 3
