# Program:featureCounts v2.0.1; Command:"featureCounts" "-Q" "10" "-t" "exon" "-g" "gene_id" "-T" "32" "-a" "data/GCF_000001405.40_GRCh38.p14_genomic.gtf" "-o" "8.features/features_count.txt" "7.samtools/SRR14689338_mixed.bam" "7.samtools/SRR14689339_mixed.bam" "7.samtools/SRR14689340_lymphoblastic.bam"  	  	  	  	  	  	 
Geneid 	 7.samtools/SRR14689338_mixed.bam 	 7.samtools/SRR14689339_mixed.bam 	 7.samtools/SRR14689340_lymphoblastic.bam 	  	  	 
MICOS10-DT 	 0 	 0 	 0 	  	  	 
MICOS10-NBL1 	 0 	 0 	 0 	  	  	 
MICOS10 	 73 	 101 	 99 	  	  	 
RPS14P3 	 14 	 14 	 20 	  	  	 
NBL1 	 0 	 0 	 1 	  	  	 
HTR6 	 0 	 12 	 1 	  	  	 
TMCO4 	 195 	 422 	 399 	  	  	 
RNF186 	 0 	 0 	 0 	  	  	 
LOC105376823 	 0 	 0 	 0 	  	  	 
OTUD3 	 355 	 940 	 507 	  	  	 
PLA2G2E 	 0 	 0 	 0 	  	  	 
PLA2G2A 	 0 	 1 	 0 	  	  	 
PLA2G5 	 1 	 60 	 3 	  	  	 
PLA2G2D 	 3 	 13 	 2 	  	  	 
PLA2G2F 	 0 	 0 	 1 	  	  	 
LOC117779438 	 15 	 7 	 4 	  	  	 
PLA2G2C 	 7 	 27 	 65 	  	  	 
UBXN10 	 85 	 135 	 144 	  	  	 
LOC105376825 	 0 	 7 	 4 	  	  	 
LOC105376826 	 0 	 0 	 0 	  	  	 
LINC01757 	 0 	 0 	 0 	  	  	 
LOC105376828 	 0 	 0 	 0 	  	  	 
VWA5B1 	 0 	 1 	 0 	  	  	 
LOC124903870 	 0 	 0 	 0 	  	  	 
LINC01141 	 0 	 0 	 0 	  	  	 
LOC124903871 	 0 	 0 	 0 	  	  	 
CAMK2N1 	 3 	 12 	 10 	  	  	 
MUL1 	 354 	 443 	 372 	  	  	 
FAM43B 	 0 	 0 	 0 	  	  	 
CDA 	 418 	 272 	 40 	  	  	 
PINK1 	 266 	 323 	 187 	  	  	 
MIR6084 	 0 	 0 	 0 	  	  	 
PINK1-AS 	 51 	 68 	 83 	  	  	 
DDOST 	 1030 	 1071 	 1103 	  	  	 
KIF17 	 20 	 645 	 8 	  	  	 
SH2D5 	 0 	 2 	 0 	  	  	 
HP1BP3 	 2294 	 2564 	 3274 	  	  	 
EIF4G3 	 2048 	 1989 	 1573 	  	  	 
LOC105376830 	 0 	 0 	 1 	  	  	 
LOC105376829 	 2 	 1 	 0 	  	  	 
MIR1256 	 0 	 0 	 0 	  	  	 
ECE1 	 1077 	 1762 	 424 	  	  	 
LOC124903872 	 0 	 1 	 1 	  	  	 
ECE1-AS1 	 4 	 12 	 2 	  	  	 
LOC105376832 	 0 	 0 	 0 	  	  	 
NBPF3 	 194 	 124 	 313 	  	  	 
ALPL 	 85 	 1198 	 265 	  	  	 
LINC02596 	 0 	 2 	 0 	  	  	 
RAP1GAP 	 58 	 43 	 246 	  	  	 
USP48 	 1041 	 1062 	 1206 	  	  	 
LDLRAD2 	 280 	 59 	 131 	  	  	 
HSPG2 	 941 	 1417 	 2771 	  	  	 
CELA3B 	 0 	 0 	 4 	  	  	 
CELA3A 	 0 	 0 	 0 	  	  	 
LINC01635 	 6 	 4 	 10 	  	  	 
LINC00339 	 211 	 226 	 168 	  	  	 
CDC42 	 1414 	 1442 	 1149 	  	  	 
WNT4 	 5 	 3 	 7 	  	  	 
LOC105376845 	 1 	 0 	 1 	  	  	 
LOC105376850 	 0 	 2 	 0 	  	  	 
LOC107985377 	 0 	 0 	 0 	  	  	 
MIR4418 	 0 	 0 	 0 	  	  	 
LOC105376856 	 0 	 0 	 0 	  	  	 
ZBTB40 	 1032 	 1534 	 1157 	  	  	 
EPHA8 	 0 	 1 	 0 	  	  	 
MIR6127 	 0 	 0 	 0 	  	  	 
C1QA 	 196 	 21 	 288 	  	  	 
C1QC 	 201 	 23 	 558 	  	  	 
C1QB 	 142 	 15 	 414 	  	  	 
EPHB2 	 9 	 3 	 4 	  	  	 
MIR4684 	 0 	 0 	 0 	  	  	 
MIR4253 	 0 	 0 	 0 	  	  	 
LOC124903874 	 0 	 0 	 0 	  	  	 
LACTBL1 	 0 	 0 	 0 	  	  	 
TEX46 	 2 	 1 	 0 	  	  	 
KDM1A 	 1169 	 1395 	 1283 	  	  	 
MIR3115 	 0 	 0 	 0 	  	  	 
LUZP1 	 1883 	 1834 	 1933 	  	  	 
HTR1D 	 0 	 0 	 1 	  	  	 
LINC01355 	 0 	 0 	 0 	  	  	 
HNRNPR 	 0 	 0 	 0 	  	  	 
ZNF436 	 0 	 0 	 0 	  	  	 
ZNF436-AS1 	 0 	 0 	 0 	  	  	 
TCEA3 	 0 	 0 	 0 	  	  	 
LOC124903875 	 0 	 0 	 0 	  	  	 
ASAP3 	 0 	 0 	 0 	  	  	 
E2F2 	 0 	 1 	 0 	  	  	 
LOC101928163 	 0 	 0 	 0 	  	  	 
LOC124903876 	 0 	 0 	 0 	  	  	 
LOC105376859 	 0 	 0 	 0 	  	  	 
ID3 	 0 	 0 	 0 	  	  	 
LOC107984928 	 0 	 0 	 0 	  	  	 
MDS2 	 2 	 12 	 2 	  	  	 
RPL11 	 572 	 607 	 555 	  	  	 
ELOA 	 771 	 882 	 823 	  	  	 
ELOA-AS1 	 7 	 11 	 7 	  	  	 
PITHD1 	 519 	 533 	 625 	  	  	 
LOC105376860 	 1 	 2 	 4 	  	  	 
LYPLA2 	 296 	 314 	 360 	  	  	 
GALE 	 131 	 107 	 117 	  	  	 
HMGCL 	 131 	 191 	 249 	  	  	 
LOC105376861 	 0 	 0 	 0 	  	  	 
FUCA1 	 347 	 394 	 974 	  	  	 
CNR2 	 589 	 1073 	 417 	  	  	 
MIR378F 	 0 	 0 	 0 	  	  	 
LOC124903877 	 0 	 0 	 0 	  	  	 
PNRC2 	 1092 	 1152 	 1222 	  	  	 
SRSF10 	 1674 	 1821 	 3069 	  	  	 
LOC105378615 	 0 	 0 	 0 	  	  	 
LOC105376863 	 0 	 0 	 0 	  	  	 
LOC107984931 	 0 	 0 	 0 	  	  	 
MYOM3 	 0 	 0 	 1 	  	  	 
MYOM3-AS1 	 0 	 0 	 0 	  	  	 
LOC124903878 	 0 	 0 	 0 	  	  	 
LOC105376864 	 0 	 0 	 0 	  	  	 
IL22RA1 	 0 	 0 	 0 	  	  	 
LOC124903879 	 0 	 18 	 33 	  	  	 
IFNLR1 	 5 	 725 	 360 	  	  	 
LINC02800 	 0 	 0 	 0 	  	  	 
GRHL3-AS1 	 2 	 0 	 0 	  	  	 
GRHL3 	 0 	 0 	 3 	  	  	 
STPG1 	 83 	 91 	 177 	  	  	 
NIPAL3 	 1011 	 835 	 959 	  	  	 
RCAN3AS 	 2 	 7 	 1 	  	  	 
RCAN3 	 799 	 676 	 186 	  	  	 
NCMAP-DT 	 0 	 2 	 0 	  	  	 
NCMAP 	 31 	 106 	 26 	  	  	 
SRRM1 	 1162 	 1375 	 1571 	  	  	 
LOC124904829 	 1 	 1 	 0 	  	  	 
CLIC4 	 1152 	 1337 	 1764 	  	  	 
LOC105376876 	 8 	 0 	 2 	  	  	 
RUNX3 	 1739 	 2011 	 348 	  	  	 
MIR6731 	 0 	 0 	 0 	  	  	 
RUNX3-AS1 	 43 	 22 	 10 	  	  	 
MIR4425 	 0 	 0 	 0 	  	  	 
LINC02793 	 2 	 2 	 0 	  	  	 
LOC124903880 	 0 	 0 	 0 	  	  	 
SYF2 	 473 	 393 	 355 	  	  	 
LOC124903881 	 8 	 6 	 23 	  	  	 
RSRP1 	 1974 	 1709 	 1744 	  	  	 
LOC105376882 	 2 	 1 	 0 	  	  	 
RHD 	 74 	 128 	 122 	  	  	 
TMEM50A 	 699 	 757 	 652 	  	  	 
LOC124904823 	 1 	 1 	 0 	  	  	 
RHCE 	 59 	 133 	 92 	  	  	 
MACO1 	 492 	 473 	 456 	  	  	 
LDLRAP1 	 777 	 1012 	 1231 	  	  	 
MAN1C1 	 92 	 84 	 671 	  	  	 
SELENON 	 1661 	 2691 	 3296 	  	  	 
MTFR1L 	 242 	 300 	 350 	  	  	 
LOC646471 	 117 	 167 	 97 	  	  	 
AUNIP 	 52 	 30 	 18 	  	  	 
PAQR7 	 368 	 245 	 188 	  	  	 
STMN1 	 989 	 839 	 1287 	  	  	 
MIR3917 	 0 	 0 	 0 	  	  	 
LOC105376885 	 0 	 0 	 0 	  	  	 
PAFAH2 	 105 	 169 	 146 	  	  	 
LOC124900433 	 0 	 0 	 0 	  	  	 
EXTL1 	 0 	 0 	 0 	  	  	 
SLC30A2 	 2 	 1 	 6 	  	  	 
LOC105376910 	 0 	 0 	 0 	  	  	 
TRIM63 	 1 	 0 	 0 	  	  	 
PDIK1L 	 407 	 176 	 284 	  	  	 
FAM110D 	 5 	 1 	 2 	  	  	 
C1orf232 	 0 	 0 	 0 	  	  	 
ZNF593OS 	 4 	 9 	 2 	  	  	 
ZNF593 	 10 	 20 	 10 	  	  	 
CNKSR1 	 44 	 60 	 24 	  	  	 
CATSPER4 	 0 	 0 	 0 	  	  	 
LOC124903882 	 0 	 0 	 0 	  	  	 
ZPLD2P 	 0 	 0 	 1 	  	  	 
CEP85 	 495 	 521 	 776 	  	  	 
SH3BGRL3 	 725 	 684 	 648 	  	  	 
UBXN11 	 533 	 389 	 470 	  	  	 
CD52 	 290 	 243 	 257 	  	  	 
CRYBG2 	 13 	 18 	 1 	  	  	 
ZNF683 	 6 	 144 	 13 	  	  	 
LIN28A 	 1 	 1 	 1 	  	  	 
LOC124903883 	 2 	 3 	 1 	  	  	 
DHDDS 	 418 	 331 	 413 	  	  	 
DHDDS-AS1 	 10 	 19 	 52 	  	  	 
HMGN2 	 337 	 265 	 470 	  	  	 
LOC124903884 	 0 	 0 	 0 	  	  	 
RPS6KA1 	 0 	 0 	 0 	  	  	 
MIR1976 	 0 	 0 	 0 	  	  	 
LOC124904769 	 0 	 0 	 0 	  	  	 
LOC124904813 	 0 	 0 	 0 	  	  	 
LOC105376888 	 0 	 0 	 0 	  	  	 
LOC124900417 	 13 	 14 	 16 	  	  	 
LOC101928728 	 0 	 0 	 0 	  	  	 
ARID1A 	 3678 	 3594 	 4210 	  	  	 
PIGV 	 351 	 270 	 543 	  	  	 
ZDHHC18 	 869 	 1497 	 787 	  	  	 
SFN 	 0 	 12 	 8 	  	  	 
GPN2 	 438 	 434 	 507 	  	  	 
GPATCH3 	 190 	 279 	 223 	  	  	 
NUDC 	 406 	 416 	 561 	  	  	 
NR0B2 	 0 	 0 	 1 	  	  	 
KDF1 	 3 	 14 	 64 	  	  	 
OSTCP2 	 2 	 3 	 1 	  	  	 
TRNP1 	 7 	 3 	 7 	  	  	 
TENT5B 	 30 	 2 	 3 	  	  	 
LOC101928391 	 58 	 24 	 12 	  	  	 
SLC9A1 	 500 	 614 	 866 	  	  	 
LOC102723760 	 0 	 0 	 0 	  	  	 
WDTC1-DT 	 0 	 0 	 0 	  	  	 
WDTC1 	 1953 	 2273 	 2219 	  	  	 
TMEM222 	 233 	 319 	 399 	  	  	 
ACTG1P20 	 76 	 92 	 75 	  	  	 
SYTL1 	 1035 	 815 	 259 	  	  	 
MAP3K6 	 296 	 153 	 664 	  	  	 
FCN3 	 2 	 1 	 1 	  	  	 
CD164L2 	 0 	 0 	 0 	  	  	 
GPR3 	 10 	 80 	 107 	  	  	 
WASF2 	 4201 	 3588 	 5037 	  	  	 
LOC105376892 	 12 	 9 	 43 	  	  	 
AHDC1 	 2045 	 1603 	 3759 	  	  	 
FGR 	 2323 	 2145 	 365 	  	  	 
LINC02574 	 0 	 1 	 0 	  	  	 
IFI6 	 100 	 79 	 114 	  	  	 
FAM76A 	 104 	 186 	 205 	  	  	 
STX12 	 642 	 554 	 506 	  	  	 
LOC124903885 	 0 	 1 	 1 	  	  	 
PPP1R8 	 574 	 579 	 715 	  	  	 
SCARNA1 	 0 	 0 	 0 	  	  	 
THEMIS2 	 2521 	 2295 	 2035 	  	  	 
RPA2 	 639 	 594 	 795 	  	  	 
SMPDL3B 	 89 	 66 	 42 	  	  	 
XKR8 	 244 	 476 	 306 	  	  	 
EYA3 	 355 	 409 	 560 	  	  	 
PTAFR 	 1520 	 916 	 135 	  	  	 
DNAJC8 	 376 	 331 	 476 	  	  	 
ATP5IF1 	 0 	 0 	 0 	  	  	 
SESN2 	 0 	 0 	 0 	  	  	 
MED18 	 0 	 0 	 0 	  	  	 
PHACTR4 	 453 	 602 	 905 	  	  	 
SNHG3 	 366 	 499 	 396 	  	  	 
RCC1 	 971 	 1282 	 1380 	  	  	 
SNORA73A 	 4 	 10 	 13 	  	  	 
SNORA73B 	 8 	 16 	 20 	  	  	 
LOC124904836 	 0 	 3 	 1 	  	  	 
TRNAU1AP 	 142 	 139 	 199 	  	  	 
SNHG12 	 99 	 138 	 144 	  	  	 
SNORD99 	 1 	 5 	 3 	  	  	 
SNORA61 	 0 	 0 	 0 	  	  	 
SNORA44 	 1 	 1 	 0 	  	  	 
SNORA16A 	 16 	 14 	 17 	  	  	 
RAB42 	 31 	 7 	 35 	  	  	 
TAF12 	 265 	 255 	 233 	  	  	 
TAF12-DT 	 0 	 6 	 7 	  	  	 
RNU11 	 0 	 0 	 0 	  	  	 
GMEB1 	 398 	 344 	 407 	  	  	 
LOC124904809 	 0 	 0 	 0 	  	  	 
YTHDF2 	 1086 	 1381 	 1335 	  	  	 
OPRD1 	 7 	 7 	 3 	  	  	 
EPB41 	 2155 	 2816 	 1877 	  	  	 
LOC124903886 	 0 	 0 	 1 	  	  	 
TMEM200B 	 2 	 0 	 31 	  	  	 
SRSF4 	 1545 	 1994 	 2252 	  	  	 
MECR 	 136 	 199 	 172 	  	  	 
LOC124903887 	 5 	 10 	 5 	  	  	 
PTPRU 	 14 	 4 	 13 	  	  	 
LINC01756 	 0 	 0 	 0 	  	  	 
LOC107984933 	 0 	 0 	 0 	  	  	 
LOC107984934 	 0 	 0 	 0 	  	  	 
LINC01648 	 0 	 0 	 0 	  	  	 
LOC105378617 	 0 	 0 	 0 	  	  	 
LOC105378618 	 0 	 0 	 0 	  	  	 
LOC124903888 	 0 	 0 	 0 	  	  	 
MATN1 	 5 	 13 	 9 	  	  	 
MATN1-AS1 	 3 	 35 	 16 	  	  	 
LAPTM5 	 2805 	 3066 	 3433 	  	  	 
MIR4420 	 33 	 65 	 56 	  	  	 
LOC105378620 	 261 	 528 	 201 	  	  	 
LOC105378621 	 0 	 0 	 0 	  	  	 
LINC01778 	 0 	 0 	 0 	  	  	 
LOC400748 	 0 	 0 	 0 	  	  	 
SDC3 	 162 	 40 	 654 	  	  	 
PUM1 	 1657 	 1898 	 1539 	  	  	 
SNORD103A 	 3 	 4 	 1 	  	  	 
SNORD103B 	 1 	 0 	 0 	  	  	 
SNORD103C 	 0 	 0 	 0 	  	  	 
LOC124904579 	 0 	 0 	 0 	  	  	 
LOC107984935 	 0 	 1 	 0 	  	  	 
NKAIN1 	 0 	 1 	 0 	  	  	 
SNRNP40 	 389 	 393 	 558 	  	  	 
ZCCHC17 	 271 	 209 	 267 	  	  	 
FABP3 	 55 	 23 	 60 	  	  	 
LOC124903892 	 1 	 0 	 1 	  	  	 
LOC105378623 	 0 	 0 	 0 	  	  	 
SERINC2 	 55 	 19 	 411 	  	  	 
LOC124903900 	 3 	 0 	 17 	  	  	 
LOC105378625 	 0 	 0 	 1 	  	  	 
LOC105379772 	 1 	 0 	 0 	  	  	 
LDC1P 	 2 	 0 	 82 	  	  	 
LINC01226 	 3 	 2 	 572 	  	  	 
LOC124903917 	 1 	 0 	 13 	  	  	 
LOC105378626 	 1 	 0 	 4 	  	  	 
TINAGL1 	 12 	 2 	 37 	  	  	 
HCRTR1 	 74 	 99 	 43 	  	  	 
PEF1 	 506 	 480 	 552 	  	  	 
PEF1-AS1 	 1 	 0 	 1 	  	  	 
COL16A1 	 15 	 3 	 32 	  	  	 
LOC101929444 	 0 	 0 	 3 	  	  	 
ADGRB2 	 15 	 16 	 181 	  	  	 
MIR4254 	 0 	 0 	 0 	  	  	 
LOC124903930 	 0 	 0 	 0 	  	  	 
SPOCD1 	 0 	 3 	 3 	  	  	 
PTP4A2 	 2150 	 2010 	 1675 	  	  	 
KHDRBS1 	 1886 	 1834 	 1963 	  	  	 
TMEM39B 	 371 	 613 	 804 	  	  	 
MIR5585 	 1 	 0 	 0 	  	  	 
KPNA6 	 1021 	 1210 	 1362 	  	  	 
TXLNA 	 649 	 738 	 1191 	  	  	 
CCDC28B 	 167 	 108 	 216 	  	  	 
IQCC 	 96 	 74 	 234 	  	  	 
DCDC2B 	 7 	 10 	 7 	  	  	 
TMEM234 	 84 	 89 	 97 	  	  	 
EIF3I 	 564 	 522 	 597 	  	  	 
MTMR9LP 	 20 	 59 	 312 	  	  	 
FAM167B 	 30 	 11 	 59 	  	  	 
LCK 	 268 	 725 	 324 	  	  	 
HDAC1 	 1348 	 1277 	 1599 	  	  	 
MARCKSL1 	 1069 	 1081 	 1660 	  	  	 
LOC124903949 	 0 	 0 	 4 	  	  	 
LOC105378629 	 0 	 2 	 2 	  	  	 
LOC124903933 	 58 	 56 	 213 	  	  	 
FAM229A 	 37 	 56 	 33 	  	  	 
TSSK3 	 145 	 234 	 127 	  	  	 
BSDC1 	 1200 	 1326 	 1399 	  	  	 
ZBTB8B 	 0 	 0 	 2 	  	  	 
ZBTB8A 	 207 	 8 	 277 	  	  	 
LOC124903952 	 1 	 0 	 1 	  	  	 
LOC102723870 	 2 	 2 	 10 	  	  	 
ZBTB8OS 	 111 	 92 	 117 	  	  	 
RBBP4 	 792 	 801 	 1151 	  	  	 
SYNC 	 4 	 2 	 8 	  	  	 
KIAA1522 	 250 	 68 	 626 	  	  	 
YARS1 	 893 	 874 	 1030 	  	  	 
S100PBP 	 695 	 666 	 1079 	  	  	 
FNDC5 	 19 	 8 	 17 	  	  	 
LOC105378631 	 0 	 4 	 2 	  	  	 
HPCA 	 2 	 0 	 1 	  	  	 
TMEM54 	 2 	 3 	 11 	  	  	 
LOC105378632 	 0 	 0 	 0 	  	  	 
RNF19B 	 924 	 930 	 428 	  	  	 
LOC107984936 	 4 	 14 	 2 	  	  	 
AK2 	 1578 	 1449 	 1878 	  	  	 
LOC124903969 	 0 	 1 	 0 	  	  	 
LOC105378635 	 0 	 0 	 0 	  	  	 
AZIN2 	 28 	 60 	 20 	  	  	 
ZNF362 	 603 	 682 	 668 	  	  	 
TRIM62 	 194 	 239 	 195 	  	  	 
A3GALT2 	 1 	 16 	 0 	  	  	 
PHC2 	 1259 	 1487 	 1522 	  	  	 
MIR3605 	 5 	 2 	 2 	  	  	 
PHC2-AS1 	 0 	 1 	 1 	  	  	 
ZSCAN20 	 102 	 108 	 35 	  	  	 
CSMD2 	 1 	 0 	 10 	  	  	 
LOC124903976 	 0 	 0 	 0 	  	  	 
HMGB4 	 0 	 0 	 0 	  	  	 
CSMD2-AS1 	 0 	 0 	 0 	  	  	 
C1orf94 	 0 	 0 	 0 	  	  	 
LOC105378639 	 0 	 0 	 0 	  	  	 
LOC105378641 	 0 	 0 	 0 	  	  	 
MIR552 	 0 	 0 	 0 	  	  	 
LOC105378642 	 2 	 1 	 0 	  	  	 
GJB5 	 1 	 1 	 2 	  	  	 
GJB4 	 0 	 0 	 1 	  	  	 
GJB3 	 1 	 0 	 1 	  	  	 
GJA4 	 6 	 8 	 14 	  	  	 
SMIM12 	 554 	 561 	 483 	  	  	 
DLGAP3 	 186 	 37 	 41 	  	  	 
GPR199P 	 120 	 126 	 127 	  	  	 
TMEM35B 	 250 	 234 	 281 	  	  	 
ZMYM6 	 571 	 509 	 359 	  	  	 
LOC124903990 	 0 	 0 	 2 	  	  	 
ZMYM1 	 274 	 229 	 272 	  	  	 
LOC105378644 	 1 	 2 	 1 	  	  	 
SFPQ 	 5422 	 6950 	 5653 	  	  	 
ZMYM4 	 1089 	 1046 	 1082 	  	  	 
LOC124900419 	 0 	 0 	 0 	  	  	 
ZMYM4-AS1 	 0 	 0 	 0 	  	  	 
KIAA0319L 	 935 	 970 	 736 	  	  	 
NCDN 	 847 	 732 	 474 	  	  	 
TFAP2E-AS1 	 93 	 43 	 28 	  	  	 
TFAP2E 	 97 	 81 	 52 	  	  	 
PSMB2 	 677 	 616 	 553 	  	  	 
LOC105378646 	 0 	 0 	 0 	  	  	 
C1orf216 	 119 	 209 	 220 	  	  	 
CLSPN 	 428 	 179 	 506 	  	  	 
AGO4 	 1791 	 1667 	 1151 	  	  	 
AGO1 	 1762 	 1481 	 828 	  	  	 
AGO3 	 765 	 714 	 652 	  	  	 
LOC105378647 	 1 	 0 	 0 	  	  	 
TEKT2 	 17 	 6 	 2 	  	  	 
ADPRS 	 306 	 345 	 607 	  	  	 
COL8A2 	 189 	 21 	 46 	  	  	 
TRAPPC3 	 409 	 402 	 439 	  	  	 
MAP7D1 	 797 	 1000 	 799 	  	  	 
THRAP3 	 2309 	 2259 	 2633 	  	  	 
SH3D21 	 166 	 95 	 132 	  	  	 
EVA1B 	 1 	 2 	 1 	  	  	 
STK40 	 1540 	 1640 	 1412 	  	  	 
LOC124904012 	 21 	 8 	 12 	  	  	 
LSM10 	 228 	 205 	 163 	  	  	 
LOC124904013 	 1 	 0 	 1 	  	  	 
OSCP1 	 12 	 15 	 17 	  	  	 
SNORA63C 	 0 	 0 	 0 	  	  	 
LOC107984940 	 0 	 0 	 0 	  	  	 
MRPS15 	 265 	 209 	 237 	  	  	 
CSF3R 	 2782 	 2766 	 1104 	  	  	 
LOC107984941 	 0 	 0 	 0 	  	  	 
LOC105378648 	 0 	 0 	 0 	  	  	 
LOC124904023 	 0 	 0 	 0 	  	  	 
GRIK3 	 0 	 1 	 3 	  	  	 
LOC124904027 	 0 	 0 	 0 	  	  	 
MIR4255 	 0 	 0 	 0 	  	  	 
LOC107984942 	 0 	 0 	 0 	  	  	 
ZC3H12A-DT 	 15 	 15 	 5 	  	  	 
ZC3H12A 	 279 	 303 	 102 	  	  	 
MIR6732 	 5 	 2 	 0 	  	  	 
MEAF6 	 466 	 455 	 619 	  	  	 
MIR5581 	 5 	 3 	 5 	  	  	 
LOC105378649 	 0 	 5 	 1 	  	  	 
SNIP1 	 251 	 315 	 317 	  	  	 
DNALI1 	 2 	 3 	 2 	  	  	 
GNL2 	 582 	 576 	 638 	  	  	 
RSPO1 	 9 	 0 	 17 	  	  	 
C1orf109 	 156 	 241 	 223 	  	  	 
CDCA8 	 313 	 269 	 584 	  	  	 
EPHA10 	 1 	 2 	 1 	  	  	 
LOC124904835 	 0 	 0 	 0 	  	  	 
LOC105378650 	 0 	 0 	 0 	  	  	 
MANEAL 	 75 	 152 	 400 	  	  	 
YRDC 	 167 	 428 	 169 	  	  	 
C1orf122 	 117 	 104 	 86 	  	  	 
MTF1 	 1038 	 760 	 437 	  	  	 
INPP5B 	 551 	 401 	 652 	  	  	 
LOC124904043 	 4 	 1 	 8 	  	  	 
LOC105378651 	 0 	 0 	 3 	  	  	 
SF3A3 	 956 	 834 	 1015 	  	  	 
FHL3 	 467 	 314 	 560 	  	  	 
UTP11 	 179 	 180 	 329 	  	  	 
POU3F1 	 0 	 1 	 1 	  	  	 
MIR3659HG 	 0 	 0 	 0 	  	  	 
MIR3659 	 0 	 0 	 0 	  	  	 
LINC02786 	 0 	 0 	 0 	  	  	 
LOC105378654 	 1 	 0 	 3 	  	  	 
LINC01343 	 0 	 0 	 0 	  	  	 
LOC105378657 	 6 	 1 	 0 	  	  	 
LOC107984943 	 1 	 1 	 1 	  	  	 
LINC01685 	 0 	 2 	 0 	  	  	 
LOC105378658 	 0 	 0 	 0 	  	  	 
LOC105378660 	 0 	 0 	 0 	  	  	 
RRAGC 	 397 	 429 	 320 	  	  	 
GJA9-MYCBP 	 0 	 1 	 1 	  	  	 
MYCBP 	 1 	 1 	 0 	  	  	 
LOC105378663 	 0 	 0 	 0 	  	  	 
GJA9 	 0 	 0 	 0 	  	  	 
RHBDL2 	 1 	 1 	 2 	  	  	 
LOC105378662 	 0 	 0 	 0 	  	  	 
AKIRIN1 	 734 	 1012 	 710 	  	  	 
NDUFS5 	 184 	 181 	 145 	  	  	 
LOC124904088 	 16 	 37 	 55 	  	  	 
MACF1 	 7849 	 5221 	 4605 	  	  	 
LOC124904101 	 3 	 0 	 3 	  	  	 
BMP8A 	 78 	 113 	 114 	  	  	 
OXCT2P1 	 7 	 1 	 1 	  	  	 
PPIEL 	 94 	 74 	 106 	  	  	 
PABPC4 	 1044 	 1363 	 827 	  	  	 
PABPC4-AS1 	 8 	 11 	 3 	  	  	 
SNORA55 	 3 	 17 	 2 	  	  	 
HEYL 	 73 	 26 	 61 	  	  	 
NT5C1A 	 0 	 2 	 1 	  	  	 
HPCAL4 	 6 	 48 	 5 	  	  	 
PPIE 	 351 	 305 	 389 	  	  	 
BMP8B 	 58 	 39 	 24 	  	  	 
OXCT2 	 3 	 2 	 0 	  	  	 
BMP8B-AS1 	 0 	 0 	 0 	  	  	 
LOC101929536 	 2 	 0 	 0 	  	  	 
LOC105378667 	 0 	 0 	 0 	  	  	 
TRIT1 	 206 	 311 	 199 	  	  	 
MYCL 	 114 	 5 	 1 	  	  	 
MYCL-AS1 	 0 	 0 	 0 	  	  	 
MFSD2A 	 54 	 30 	 36 	  	  	 
LOC105378669 	 6 	 6 	 4 	  	  	 
CAP1 	 1104 	 990 	 895 	  	  	 
PPT1 	 1409 	 1472 	 1366 	  	  	 
LOC105378671 	 0 	 0 	 0 	  	  	 
RLF 	 512 	 722 	 658 	  	  	 
TMCO2 	 0 	 0 	 0 	  	  	 
ZMPSTE24 	 524 	 643 	 541 	  	  	 
COL9A2 	 313 	 64 	 85 	  	  	 
SMAP2 	 2433 	 3076 	 2831 	  	  	 
ZFP69B 	 32 	 77 	 82 	  	  	 
ZFP69 	 90 	 137 	 117 	  	  	 
EXO5-DT 	 16 	 18 	 26 	  	  	 
EXO5 	 124 	 184 	 375 	  	  	 
LOC124904149 	 3 	 2 	 1 	  	  	 
ZNF684 	 75 	 41 	 86 	  	  	 
LOC105378673 	 1 	 0 	 0 	  	  	 
RIMS3 	 566 	 80 	 88 	  	  	 
LOC105378675 	 7 	 2 	 1 	  	  	 
NFYC-AS1 	 31 	 54 	 72 	  	  	 
NFYC 	 540 	 539 	 712 	  	  	 
MIR30E 	 0 	 0 	 0 	  	  	 
MIR30C1 	 0 	 0 	 0 	  	  	 
KCNQ4 	 7 	 106 	 7 	  	  	 
LOC105378676 	 0 	 0 	 0 	  	  	 
CITED4 	 96 	 114 	 110 	  	  	 
LOC124904157 	 0 	 0 	 0 	  	  	 
CTPS1 	 941 	 697 	 1358 	  	  	 
SLFNL1-AS1 	 73 	 68 	 191 	  	  	 
SLFNL1 	 40 	 27 	 91 	  	  	 
SCMH1 	 720 	 1184 	 2260 	  	  	 
LOC102723924 	 0 	 1 	 0 	  	  	 
LOC124904158 	 0 	 0 	 0 	  	  	 
LOC124904159 	 0 	 0 	 0 	  	  	 
FOXO6 	 0 	 0 	 0 	  	  	 
FOXO6-AS1 	 0 	 0 	 0 	  	  	 
LOC105378678 	 0 	 0 	 0 	  	  	 
EDN2 	 0 	 0 	 1 	  	  	 
HIVEP3 	 508 	 661 	 505 	  	  	 
LOC124904160 	 0 	 0 	 3 	  	  	 
LOC124904161 	 0 	 0 	 0 	  	  	 
GUCA2B 	 0 	 0 	 0 	  	  	 
GUCA2A 	 0 	 0 	 0 	  	  	 
FOXJ3 	 1291 	 1717 	 1266 	  	  	 
RIMKLA 	 1 	 1 	 6 	  	  	 
ZMYND12 	 10 	 14 	 12 	  	  	 
CCDC30 	 43 	 27 	 29 	  	  	 
